,id,text,in_reply_to_status_id,created_at,in_reply_to_screen_name
150,1384358033304690689,@DelhiPolice I have got an e pass from https://t.co/bpiukJAoRs for shifting our home. Can the same pass be used for… https://t.co/dTWtyp2BKd,,2021-04-20 04:07:29,DelhiPolice
151,1384361189023514625,"@UPGovt @CMODelhi @dtptraffic @DelhiPolice @DCPEastDelhi
During lockdown at Delhi, Industrialists travelling to Tro… https://t.co/FSeaHa0afq",,2021-04-20 04:20:02,UPGovt
152,1384363613863899143,@NBTDilli @ArvindKejriwal @DelhiGovernment @LtGovDelhi @DelhiPolice can anybody clear do I need e pass for reaching… https://t.co/X8j0AUl6eC,,2021-04-20 04:29:40,NBTDilli
153,1384321606315438081,Dear @DelhiPolice I want to go to office for filing GST return where and how can I get pass,,2021-04-20 01:42:45,
154,1384313300402376706,"@DelhiPolice Sir, I want to go to Singapore and can I come to Delhi on Flight 22?  Flight for the 21st is in the morning on the 22nd.",,2021-04-20 01:09:44,DelhiPolice
155,1384307311229870085,"Sir i have to go airport to receive a person From airport 
Is there need of any permission?
Tell me sir/Madam pleas… https://t.co/HTwSwBn4WX",,2021-04-20 00:45:56,
156,1384169458734747653,"@DelhiPolice @dtptraffic @CPDelhi @LtGovDelhi @ArvindKejriwal @msisodia 

Which option to choose for Wedding Pass d… https://t.co/0FRtgbXOBZ",,2021-04-19 15:38:10,DelhiPolice
157,1384167706371399695,#lockdown we have office in faridabad and living in delhi. Can we travel from delhi to faridabad. please help us.… https://t.co/CUT3XmscaZ,,2021-04-19 15:31:12,
158,1384169737412767748,"@DelhiPolice need to travel to apollo indraprasth hospital, Sarita vihar , new delhi for my mothers chemotherapy th… https://t.co/6FiH7uVD72",,2021-04-19 15:39:16,DelhiPolice
159,1384168551129358337,What's the provision for e-pass for the attendents of patients running around 4 oxygrn n plasma. #COVIDEmergency… https://t.co/SnQSANXFlN,,2021-04-19 15:34:33,
160,1384167999695843334,@DelhiPolice how to get movement pass to go to New Delhi railway station. I have to go to Kanpur tomorrow.,,2021-04-19 15:32:22,DelhiPolice
161,1384178415901634565,@DelhiPolice OTP not coming for Movement pass process. Please assist https://t.co/i0oE6997mQ,,2021-04-19 16:13:45,DelhiPolice
162,1384177593964892164,"@DelhiPolice @ArvindKejriwal @DM_NorthWest We have already applied, but still pending. Ddma order no 381in para 5 i… https://t.co/sh6WepVtcc",1384159359224012804,2021-04-19 16:10:29,DelhiPolice
163,1384144078825156608,"URGENT
We have a wedding in our Family on 23rd which will be attended by 20-30 People in Delhi. Where do i get the… https://t.co/A8QAXCh83Y",,2021-04-19 13:57:19,
164,1384150568285786113,"@DelhiPolice Dear Concern, We are a fud delivry &amp; tkawy countr in Rohini Accordng 2 DDMA ordr V can opn 4 delivres… https://t.co/pnYtEChPkp",,2021-04-19 14:23:06,DelhiPolice
165,1384153169639337990,"@DelhiPolice 
Dear delhi police team, 
I need  your help on dated 26 April my wedding in shubash nager please provi… https://t.co/ZNOUHYS1Iq",,2021-04-19 14:33:26,DelhiPolice
166,1384039031537692679,"@ArvindKejriwal @DelhiPolice 
सर 6 दिन के लॉकडाउन के दौरान क्या चांदनी चौक की कपड़ा मार्किट भी बंद रहेगी? और अगर न… https://t.co/56HEhhAsYH",,2021-04-19 06:59:53,ArvindKejriwal
167,1384041952774004741,"@ArvindKejriwal @AamAadmiParty @DelhiPolice Hello Everyone, we have an engagement function of 20 people in vasant k… https://t.co/5kbbC8EmVv",,2021-04-19 07:11:30,ArvindKejriwal
168,1384057164537335811,"@ArvindKejriwal , @CMODelhi 
@DelhiPolice क्या स्टेशनरी की दुकान को खोलने की परमिशन है 20 अप्रैल से 26 अप्रैल 2021 के लोक डाउन में",,2021-04-19 08:11:57,ArvindKejriwal
169,1384059375954714631,"@ArvindKejriwal @DelhiPolice sir, I respect your decision for the lockdown. I run a lady salon and have multiple bo… https://t.co/SviSvfk5dJ",,2021-04-19 08:20:44,ArvindKejriwal
170,1384068432262430720,Is movement of auto rikshaw is allowed during curfew till 26 april? If yes; will drivers require any special pass f… https://t.co/hJIVZKwYTO,,2021-04-19 08:56:43,
171,1383831299803082755,@DelhiPolice Pls tell me how to make offline movement pass. Since making online movement pass is difficult till now… https://t.co/MXOR9wyDxt,1383498378663788549,2021-04-18 17:14:26,DelhiPolice
172,1384053996789194761,@ivivek_nambiar @iManishModi Can we travel to delhi tomorrow for some urgent work by our private cars?? Please please please reply🙏,1384025987868872716,2021-04-19 07:59:21,ivivek_nambiar
173,1384032667818024967,@DelhiPolice Will travel from Noida to the IGI Airport be allowed during the curfew being imposed from tonight? @cp_delhi,,2021-04-19 06:34:36,DelhiPolice
174,1384065180691091461,@DelhiPolice If I have to travel by car from Delhi To UP. What procedure I should follow for hassle free movement i… https://t.co/WKHUBCSYAO,,2021-04-19 08:43:48,DelhiPolice
175,1384107259106500612,@CMODelhi,1384073646180765700,2021-04-19 11:31:00,PankhuriAgarw11
176,1384071605848928266,"@DelhiPolice @ArvindKejriwal 
Can i travel to Delhi airport from Gurgaon if i am having my flight tickets with me.
#DelhiLockdown",,2021-04-19 09:09:20,DelhiPolice
177,1384119069369008129,"@DelhiPolice @MyGovDelhi @DelhiPolice @dtptraffic 
Sir I am living in delhi . My office is in  greater Noida. I nee… https://t.co/9y9Vd8kPbm",1383092869175541766,2021-04-19 12:17:56,DelhiPolice
178,1384121514581053443,"I am not able to apply for an E-Pass as Delhi Govt's site is not working. Please help me out, its urgent.… https://t.co/4YtgXuMZ3b",,2021-04-19 12:27:39,
179,1384062738591215619,"@DelhiPolice My sisters wedding is on 24th April, do I need an e pass for the wedding venue??",,2021-04-19 08:34:06,DelhiPolice
180,1384106336661622788,@ArvindKejriwal @DelhiPolice मुख्यमंत्री जी इस सर्विस का कर्फ्यू पास कैसे बनेगा दिल्ली सरकार के वेबसाइट में ऐसा कोई… https://t.co/Ur2DHikXVQ,1384065491480707092,2021-04-19 11:27:20,ArvindKejriwal
181,1384055227473481730,@dtptraffic @DelhiPolice kindly advise if bank employees will be allowed to travel basis the ID card or employment… https://t.co/ZTN6Q8HFBn,,2021-04-19 08:04:15,dtptraffic
182,1384100543140827143,Please clarify,1384054251798683658,2021-04-19 11:04:19,iManishModi
183,1384075098278162434,@DelhiPolice @LtGovDelhi @ArvindKejriwal is e-pass needed if i am travelling to delhi to pickup someone from rly. s… https://t.co/TofjsqPnk2,,2021-04-19 09:23:12,DelhiPolice
184,1384090389561298949,"@DelhiPolice Sir, i needed to know whether the USA embassy will be working tomorrow Or not as one of my friend is h… https://t.co/pkFx4wuUvs",,2021-04-19 10:23:58,DelhiPolice
185,1384103458769313795,"#DelhiPolice  Your website for movement pass is not operative tried so many times since morning.
I require to have… https://t.co/YZa09K8CIa",,2021-04-19 11:15:54,
186,1384109264134828034,@scribe_prashant @CMODelhi @DelhiPolice will students going home in private cars be allowed to exit the city? Do we… https://t.co/UmyNRpUeKj,,2021-04-19 11:38:58,scribe_prashant
187,1384093872003837953,Dear @DelhiPolice can you pls tell us what we will do if my job location is gurugram . our management can't given p… https://t.co/voe4Wcli47,,2021-04-19 10:37:48,
188,1384047935445368841,"@dtptraffic @DelhiPolice sir
My residence is in North delhi and office is in ghaziabad / noida and I m into essenti… https://t.co/D46f98ThTK",,2021-04-19 07:35:16,dtptraffic
189,1384041234084155395,"@DelhiPolice i have a Visa interview at the US Embassy on the 21st. I am traveling from Mumbai for the same, will i… https://t.co/nhv2wtlRVm",,2021-04-19 07:08:39,DelhiPolice
190,1384078327162425347,@ArvindKejriwal @msisodia @DelhiPolice @CMODelhi my 13 day old daughter is admitted in max saket icu. I need to vis… https://t.co/x8dsj32qh5,,2021-04-19 09:36:02,ArvindKejriwal
191,1384040455323615237,Meri shaadi hai 26 April ko uski guideline ka kuch samjh nai aa rha kasie hogi shaadi.@ArvindKejriwal @DelhiPolice @Saurabh_MLAgk,,2021-04-19 07:05:33,
192,1384032173544509444,"@DelhiPolice @CPDelhi 
Hi, I have my visa appointment scheduled at US Embassy for tomorrow (20th April 17:00 hrs)… https://t.co/D15p8k4KQY",,2021-04-19 06:32:38,DelhiPolice
193,1383816343212879881,Delhi: How to apply online for weekend curfew movement pass https://t.co/DQyUitnUAM @ArvindKejriwal @DelhiPolice @AAPDelhi @CMODelhi,,2021-04-18 16:15:00,
194,1384008321661751302,"Please Help ..
How i get Pass For Merrige after some days My Sister wedding And i need Passes For My Relatives Plea… https://t.co/oVhtGT7dhx",,2021-04-19 04:57:52,
195,1384062557636362246,If someone has to receive their relatives at airport then What will be needed them like e pass or which type of per… https://t.co/HGRMVK1Qmt,,2021-04-19 08:33:23,
196,1384039294659031041,@dtptraffic @DelhiPolice सर कल सुबह 6 बजे train है। दिल्ली में कल से lockdown है hum टिकट दिखा कर जा सकते हैं क्या?… https://t.co/KktRcHlcVz,,2021-04-19 07:00:56,dtptraffic
197,1384035912745578502,"@ArvindKejriwal sir, please confirm if any curfew pass will be required for going and coming back from delhi airpor… https://t.co/Ov8crG4QIO",,2021-04-19 06:47:30,ArvindKejriwal
198,1384026794651570183,@dtptraffic @DelhiPolice Can I travel to New Delhi Railway Station during lockdown to drop my family member as they… https://t.co/j1tEOgq3Ro,,2021-04-19 06:11:16,dtptraffic
199,1383757606808735744,#DelhifightsCoronawithoutKejriwal #DelhiPolice #ArvindKejriwal #HarshVardhan  me weekend carfu me chemist shop open… https://t.co/4ryeNLetz3,,2021-04-18 12:21:37,
200,1383780590332235781,Do i need E- pass for my ssc chsl tier 1 examination on sunday ?? Or admit card is enough?. @DelhiPolice @CPDelhi @OfficialDMRC,,2021-04-18 13:52:56,
201,1383252336059977731,@DelhiPolice Can we go to metro station to.drop a doctor without pass?,1383092869175541766,2021-04-17 02:53:51,DelhiPolice
202,1383330580910071809,"@DelhiPolice @DCPEastDelhi Sir, I need help. I need to feed my strays dogs at night. Please facilitate something for this. This is urgent.",1383092869175541766,2021-04-17 08:04:46,DelhiPolice
203,1383309778500276235,Requesting Our cooperative @DelhiPolice to help our animal feeders who are heading out with food to feed animals an… https://t.co/qvcVKh5R9Z,,2021-04-17 06:42:06,
204,1383312992528310275,"@DelhiPolice @CPDelhi Respected sir, If the food delivery is valid according to guidelines, why then delivery boys… https://t.co/nXQpyHha6y",1383139374116704259,2021-04-17 06:54:52,DelhiPolice
205,1383276983379894277,@DelhiPolice @DcpNorthDelhi I run a food delivery kitchen in Rohini Sector 7. Online passes of my staff have been r… https://t.co/WRp6Kmz1zB,1383092869175541766,2021-04-17 04:31:47,DelhiPolice
206,1383100490968223750,@DelhiPolice UPSC NDA की परीक्षा 18 अप्रैल 2021 को सुनिश्चित की गई है दिल्ली पुलिस आयुक्त बताएं। परीक्षा का आयोजन… https://t.co/JHEQNqRjji,1383092869175541766,2021-04-16 16:50:28,DelhiPolice
207,1383114699655454721,"@DelhiPolice @BhishamSinghIPS @DelhiPolice no one is picking up the phone nor the website is working. Please help,… https://t.co/wXJgjc97Lv",1383092869175541766,2021-04-16 17:46:56,DelhiPolice
208,1383110117881569282,"@DelhiPolice Pls allow for Animal feeders, rescuers who are rescuing and feeding Animals. 🙏",1383092869175541766,2021-04-16 17:28:43,DelhiPolice
209,1355056451354431491,"@RBI @cyberabadpolice @CPBlr @cpcybd @CybercrimeCID @againstloanapps @Pravinkks @SaveThemIndia @MumbaiPolice 
Again… https://t.co/ZEgOeDHNXw",,2021-01-29 07:33:28,RBI
210,1355031281700986882,@flipkartsupport Is there anyone to help me.? Fraud from Flipkart Rs.15200/- with my SBI credit card on 18th Dec. 2… https://t.co/NuiIqh7KlM,1351879721076846595,2021-01-29 05:53:27,flipkartsupport
211,1353635060792979457,Fake fraud #consultants looting innocent #unemployed in #Delhi #NCR bt police hve no time to catch sch big fishes… https://t.co/S1YzlUoomk,,2021-01-25 09:25:22,
212,1353653068781375488,@Paytm Kindly note that your customer fraudulantly asking money in the name of fraud facebook id. Kindly block his… https://t.co/RpjBasZFsU,,2021-01-25 10:36:55,Paytm
213,1353658978840924160,"@MahaCyber1 @AnilSinghvi_ @cpcybd @CPDelhi @PMOIndia 
9718201526 this number whatsapp calling me from #fraudloanapp… https://t.co/7FKoEfcftH",,2021-01-25 11:00:24,MahaCyber1
214,1353208057824636928,"@dtptraffic @CPDelhi @DelhiPolice NAJAFGARH, Date :- 23/01/2021, Time :- 07:00 PM https://t.co/mu3iPmQjtI",1353207107403673602,2021-01-24 05:08:37,dtptraffic
215,1352548990500237312,An under age child missing Khushboo Pal D/O Savita Pal but kirti Nagar police still failed to search this child F.I… https://t.co/TmyruwEXaT,,2021-01-22 09:29:43,
216,1352520576854683648,Lottery scams/frauds And saying he is calling from WhatsApp office and you have won 25 lakhs. Plz look into this ma… https://t.co/hZV0ENSeII,,2021-01-22 07:36:48,
217,1352169322110541825,@DelhiPolice @CPDelhi @DCP_CCC_Delhi Just got a call from +918877617628. The guy on the other end told me my card i… https://t.co/VfpGfN1HaY,,2021-01-21 08:21:03,DelhiPolice
218,1351866891812237313,@techwithbiswa @DelhiPolice @aajtak @Razorpay @CrimeTakBrand @ZeeNews @IndiaToday @amazonIN Ple help me 31500/-… https://t.co/ZpVHHFLlnZ,1350695310239023106,2021-01-20 12:19:18,techwithbiswa
219,1351587765587046402,Pls..sir help us ....I lost of 11000 money ..omg burse apps ne aamko Hulu bsnaya he ...please Refund my money… https://t.co/OVoLHRplj0,,2021-01-19 17:50:09,
220,1351606121434288128,@DCP_CCC_Delhi  @cyber @RBI @pnbindia  I had a fraud  of ₹11000/-  by this fraud no. 8392083406 . On @PhonePe_… https://t.co/Y5L5TAuXpu,,2021-01-19 19:03:05,DCP_CCC_Delhi
221,1351573840015417344,"Mamta (RZ40, GLI NO1, EAST SAGARPUR) MERE PDOSI (DEEPAK YADAV or uske pita ROSHAN LAL) 17-1-2021 Ko bina reason gnd… https://t.co/NLxx8qSoei",,2021-01-19 16:54:49,
222,1351526980655730688,"@DCP_CCC_Delhi @DelhiPolice  
Some fraudster has created a fake facebook profile of my mother Anju Gupta using all… https://t.co/lIdlW9r7Ce",,2021-01-19 13:48:37,DCP_CCC_Delhi
223,1350809754994569217,"@DelhiPolice Hi, the complaint is regarding creation of fake profile on FB and asking money in my name. The mobile… https://t.co/gF7phKGuOp",,2021-01-17 14:18:37,DelhiPolice
224,1350805606681112578,"@DelhiPolice Sir, I am victim of cyber fraud. How can I file an online complaint in New Delhi",,2021-01-17 14:02:08,DelhiPolice
225,1350777751926571010,@techwithbiswa @DelhiPolice @aajtak @Razorpay @CrimeTakBrand @ZeeNews @IndiaToday @amazonIN I transferred the money… https://t.co/69o9RLhJAo,1350695310239023106,2021-01-17 12:11:26,techwithbiswa
226,1351217025218211843,@DCP_CCC_Delhi @DelhiPolice @DCP_CCC_Delhi Sir i am also frauded by them . What is the process of getting money bac… https://t.co/cE7x0l6REw,1350095531482120192,2021-01-18 17:16:57,DCP_CCC_Delhi
227,1350029044834701313,"Good afternoon.
8527958505 .someone is calling  from this no and  message to my wife he is doing  harassment and mo… https://t.co/RPdnEYR2Ap",,2021-01-15 10:36:21,
228,1349632218705002497,+917291976238 cash dady का एजैंट घर पर कॉल करके मां बहन की गालियां दे रहा है मुझे घर छोड़ने की धमकी दे रहा है बोल र… https://t.co/9wLx85bjkH,,2021-01-14 08:19:30,
229,1348720857175138305,@DCP_CCC_Delhi @DelhiPolice I want to inform that @SuprDaily is running a big scam in the city. They take money fro… https://t.co/v0iSOdh0sA,,2021-01-11 19:58:05,DCP_CCC_Delhi
230,1348297100551864322,"@CPDelhi @LtGovDelhi @HardeepSPuri @official_dda Sir, We have been cheated by Dwarka heights cooperative housing so… https://t.co/lXVDnmm13E",,2021-01-10 15:54:13,CPDelhi
231,1347208737245655042,@DelhiPolice my father is a senior citizen &amp; needs to renew his arms license which has lapsed. Please advise on how… https://t.co/NgAJTBGZ7X,,2021-01-07 15:49:27,DelhiPolice
232,1347032418809565184,@DelhiPolice sir I'm receiving a whatsapp message from +917439666464. Firstly they were saying that I've won 25 Lac… https://t.co/bzYriJA3bT,,2021-01-07 04:08:49,DelhiPolice
233,1347087739536207875,I  got an email and message from a spam number (+91 70605 54198) with a job letter from Tata Group. It is a scam/fr… https://t.co/QPKJ0XbpFi,,2021-01-07 07:48:39,
234,1346511660421242882,@bhargavabhinav7 @PMOIndia @DCPNewDelhi @CPDelhi @CellDelhi Please help this is a cyber crime just like love like a… https://t.co/5FUaUpI7tZ,1346349173382078464,2021-01-05 17:39:31,bhargavabhinav7
235,1346005576195575809,"My computer was hacked by someone and encrypted all of my data on JAN 2 2021. They asked to pay ransom of $980.
Req… https://t.co/PuJ0X9iJ2u",,2021-01-04 08:08:31,
236,1345990988947279872,"Hello, @DelhiPolice किसी शख्स ने मेरे नाम से @facebookapp पर एक फर्जी id बना लिया है और वो उस id पर मेरी फोटो का गल… https://t.co/GL6sRncXhq",,2021-01-04 07:10:33,
237,1344202558487756800,@DelhiPolice I want to complaij regarding a fraud e tailer whose registered address is at Mahipalpur. I live outsid… https://t.co/2AXNa7NONj,,2020-12-30 08:43:58,DelhiPolice
238,1343722730944806912,"""I have been to 4 stations and none of them have cyber cell dept, even the cops are clueless"" This is what a young… https://t.co/fxnPmrPSNZ",,2020-12-29 00:57:18,
239,1342216701882978304,"@cyber @DelhiPolice @CrimeBrDelhi 
Sir   I have ordered few items on a    shopping site named… https://t.co/tj9vHiO9Cs",,2020-12-24 21:12:53,cyber
240,1341589401487298561,@CPDelhi @DelhiPolice  Sir delhi se ek Company ZTI ke nam se chal rahae consistency nam se logo ko tha rehe he mere… https://t.co/PJRdSXH0o1,,2020-12-23 03:40:13,CPDelhi
241,1341353629945483264,They also sent me this letter through WhatsApp that my loan has been approved by Mudra bank and now I need to pay 1… https://t.co/EP9Gmoq3zA,1341350270693871622,2020-12-22 12:03:21,prtisngh05
242,1339951399996588033,"@DelhiPolice @CPDelhi @DCP_CCC_Delhi 
I tried to lodge online cyber complain at https://t.co/cy2IUjO7QW it does not… https://t.co/YmJbmQ4c4n",,2020-12-18 15:11:23,DelhiPolice
243,1339611422498541568,"Dear Sir,
Mr.Chandan Ghosh cheated me amount of 1.5 CR i was working as mediator of Backnpay now he block all amoun… https://t.co/LaMMqeAjS8",,2020-12-17 16:40:26,
244,1339621042323562496,@saini032kk @PMOIndia @HMOIndia @DelhiPolice @YESBANK @Paytm @dir_ed @RBI @FinMinIndia @Flipkart @amazon S&amp;P global… https://t.co/Kvl8QZmmwV,1339130853176184832,2020-12-17 17:18:40,saini032kk
245,1339751929958711296,Dear sirSomeone used my phone no in facebook fake id and posted in Facebook pageNow Random people start use calling… https://t.co/gRO2lyTYGl,,2020-12-18 01:58:46,
246,1339588480486141954,"श्रीमानजी 

23नवम्बर2020 को शिकायतपत्र दिया था 4बार लक्ष्मीनगर पुलिसप्रशासन के अधिकारियों केपास जा चुका हूं।

कृपया… https://t.co/DoYlxonWG9",,2020-12-17 15:09:16,
247,1339459318572183553,@SonuSood  Anna ..There is online scam going on with name of spg28ola.. they are conning poor and young people and… https://t.co/4iCPeZUoVC,,2020-12-17 06:36:02,SonuSood
248,1339198110795329540,Hi @DCP_CCC_Delhi +91 88972 08665 is hacking WhatsApp number of people and demanding ransom. He hacked one girls ac… https://t.co/62CtPPFxTp,,2020-12-16 13:18:05,
249,1339197349420142593,Received this message from an unknown number. This is a clear case of Online Scam. They gave a link also (which I o… https://t.co/GyEOEDBZbp,,2020-12-16 13:15:03,
250,1338870383085191169,"@DelhiPolice Dear sir/Mam
I have registered complicated having LR NO 805942/2020 and not able to deactivate my stol… https://t.co/2XcHWNEglF",,2020-12-15 15:35:48,DelhiPolice
251,1338888885762465792,Very disheartened after meeting SHO sir new ashok nagar. It’s note than 16 days and no action has been taken on LG… https://t.co/IDg5D450oD,,2020-12-15 16:49:20,
252,1338892263171051525,"@AndhraPradeshCM @DelhiPolice 
george.anagnostou122@gmail.com
Fraud mail sending requests to people to purchase Ama… https://t.co/8hTPqKFqx9",,2020-12-15 17:02:45,AndhraPradeshCM
253,1339096119377182720,@raghav_chadha @DelhiPolice @CPDelhi @DCPNWestDelhi @DCPSEastDelhi @DCPWestDelhi @M_Lekhi @rpsinghkhalsa… https://t.co/e3jgNK2Qhp,,2020-12-16 06:32:48,raghav_chadha
254,1338815326809509888,"@DelhiPolice 
1/n
I am writing this on behalf of Khushboo saini.This is her request.
Respected Sir/Maam
I am Khushb… https://t.co/qhMrDW4I7B",,2020-12-15 11:57:02,DelhiPolice
255,1338584543062761472,Girl/women are under #HumanTrafficking  by gangs of people due to their forcefull agreements and financial profits… https://t.co/EBgPGzUjBi,,2020-12-14 20:39:59,
256,1338431677564026881,@KSnehal810 @BeingAPolymath @sharmarekha @NCPAMumbai @TeamSaath @dhawan_rajiv @DelhiPolice @Uppolice @MumbaiPolice… https://t.co/W12acjHgHZ,1338190509332783104,2020-12-14 10:32:33,_bharti_0901
257,1338455450988122112,"@DCPSouthDelhi @DelhiPolice @aajtak @ABPNews @indiatvnews @ndtv Please take note of this ... ! 
How did he get my m… https://t.co/jI7BzALe2z",,2020-12-14 12:07:01,DCPSouthDelhi
258,1338451238644379649,"@DelhiPolice Sir I am getting calls from a particular number who is telling me ""Mein Dehradun se bol raha hun;meine… https://t.co/HQtJvRfPGX",,2020-12-14 11:50:17,DelhiPolice
259,1338476759994388488,@DDMADelhi1 How people r following social distancing in weekly market of Monday in Sombazar under chander ngr D51 b… https://t.co/v00ILa3m8O,,2020-12-14 13:31:41,DDMADelhi1
260,1338505388644167683,@KNPSS_ @dtptraffic @EDMCDELHI @DelhiPolice @PoliceKhas @DCP_DelhiMetro @dtptraffic यह वज़ीराबाद-भजनपुरा मुख्य मा… https://t.co/kAjV8UGjJr,1338355069658439680,2020-12-14 15:25:27,KNPSS_
261,1338508937725792256,"@CPDelhi @BJP4Delhi @DelhiCapitals Good going Cruel PS Sarita-vihar

Loads of Hate!! I will commit suicide and you… https://t.co/RiSyC4dDt8",,2020-12-14 15:39:33,CPDelhi
262,1338513899084107780,"@playing11app @CPDelhi @AmitShahOffice He is a big fraudster ,he has done fraud with multiple people.kindly arrest… https://t.co/utk6imCAkp",,2020-12-14 15:59:16,playing11app
263,1338355726494826497,"We will be seeking formal permission from the @DelhiPolice wrt to our event at #JantarMantar ,where we shall felici… https://t.co/hB1Sbq2ten",,2020-12-14 05:30:45,
264,1337740046397448192,@dcp_southwest @LtGovDelhi @CPDelhi @DelhiPolice Sir please take action on delhi online sex racket on twitter… https://t.co/XcPR9sdM9u,1337720614795132930,2020-12-12 12:44:15,dcp_southwest
265,1337776591821176833,@Cybercell_SEast @DCPSEastDelhi @CPDelhi @DelhiPolice @LtGovDelhi @HMOIndia @DCP_CCC_Delhi @DCPCyberCrime @RBI @ANI… https://t.co/2hOPy6jl9v,1337663385349943296,2020-12-12 15:09:28,Cybercell_SEast
266,1337666882380443650,@dcpouter @DelhiPolice @CPDelhi @HMOIndia @PMOIndia @DCPNEastDelhi @NCWIndia @DCWDelhi @LtGovDelhi @narendramodi… https://t.co/24Uwr38euE,1337606712409255938,2020-12-12 07:53:32,dcpouter
267,1337433843922391041,"P.S Vasant Kunj North did NOT provide receiving/Diary No on written complnt

Told prior pendency for diarying - No… https://t.co/zwg2HTiF6M",,2020-12-11 16:27:31,
268,1337406450906251265,"Hi @cp_delhi I am getting a random calls from this number +91 87560 89755, the person is inappropriately video call… https://t.co/ZBtQM65iGH",,2020-12-11 14:38:40,
269,1337449560440860676,@Chahal_Shekhar @Rajput_Ramesh @DelhiPolice @uttarakhandcops @narendramodi @PMOIndia @HMOIndia @Cyberdost @CPDelhi… https://t.co/Sutuo2qSLH,1337288345848696832,2020-12-11 17:29:58,Chahal_Shekhar
270,1337595506164285440,"@credicxo कर रहा है डाटा हैक, whatapp पर contact list भेज कर दे रहा है धमकी.
लोन देने के नाम पे डाटा हैक कर हो रही… https://t.co/0Iu1lyqZpH",,2020-12-12 03:09:54,credicxo
271,1337019758818938880,"@DelhiPolice 

Probably fake id spreading hatred. Please do monitor it.

https://t.co/o1lT0QUpTN",,2020-12-10 13:02:05,DelhiPolice
272,1336723520156397568,@DelhiPolice This is a Software Engineer who resides in Delhi as per his bio is spreading #fakenews &amp; trying to mal… https://t.co/jwmGzpWDBi,,2020-12-09 17:24:56,DelhiPolice
273,1336735777997254656,"Dil ki police @DelhiPolice 
UP14CS6695 i20 hit my car at red light. I called the police, pcr HC returned a call. Sh… https://t.co/EL8pvDEy9n",,2020-12-09 18:13:39,
274,1336737994657595392,@CPDelhi @DelhiPolice Sir in B block Panchsheel Vihar post office Malviya Nagar (south Delhi) from past few days th… https://t.co/pRuvdPAR5n,,2020-12-09 18:22:27,CPDelhi
275,1336716060762939394,.@DelhiPolice आम आदमी का नेता मुझे खालिस्तानी बंदूक का डर दिखा रहा है। आम आदमी पार्टी के लोग खुलेआम खलिस्तान के सपो… https://t.co/kKqdZ64HA1,,2020-12-09 16:55:18,
276,1336680484118532098,@Cyberdost @DCP_CCC_Delhi  @DCPDwarka  sir mai kaha wrong hu 20 din baad aapke paas complaint karni chaiye to ye di… https://t.co/MwEUDUnYnT,,2020-12-09 14:33:56,Cyberdost
277,1336694111106080768,@RBI @narendramodi @PMOIndia @DCP_CCC_Delhi @Uppolice @DelhiPolice @MumbaiPolice https://t.co/goRcYK9eyS,,2020-12-09 15:28:05,RBI
278,1336711304577310721,@PMOIndia @DelhiJalBoard @dtptraffic @CPDelhi @DCPTrEastBCP @_ajayarora @_ajayarora @dcpter @NGTribunal… https://t.co/Tvmd4aGwgj,,2020-12-09 16:36:24,PMOIndia
279,1336712674210533377,"@LtGovDelhi @CMODelhi @CPDelhi @jtcpERange @DCPNEastDelhi @_ajayarora @AjayArora04 @DPCC_pollution @NGTribunal 
रोड… https://t.co/5f2mEljJ5C",,2020-12-09 16:41:51,LtGovDelhi
280,1336665404786110464,@dcp_southwest @mfsmackyall @LtGovDelhi @CPDelhi @DelhiPolice @dcptndr @dtptraffic Sir @leepakshigodess online sex… https://t.co/ZhNTOU1NrP,1336236322285969419,2020-12-09 13:34:01,dcp_southwest
281,1336324954162249729,"@DelhiPolice 
@gurgaonpolice 
@Cyberdost 
Dear all someone made my fake Facebook ID and asking for money to many of… https://t.co/7LdlGVWcmC",,2020-12-08 15:01:11,DelhiPolice
282,1336321310138322945,@ASIGoI will you stop this matter or commercials are involved! You can't! @CPDelhi @DelhiPolice @DCPCentralDelhi… https://t.co/gt0ltsGRSz,,2020-12-08 14:46:42,ASIGoI
283,1336631716459364352,@DelhiPolice @DCPNWestDelhi @DCPSouthDelhi Delhi south police doesn't accept complain against digital money lending… https://t.co/6e0AcK24hw,1336604330837753856,2020-12-09 11:20:09,DelhiPolice
284,1169499377649377280,"When I asked for their official e-mail ID, they disconnected the call. @DelhiPolice is requested to file an #FIR ag… https://t.co/u9ClbJhjoS",1169497217792528384,2019-09-05 06:35:54,thakares
285,1336294756335247361,@adgpi @rajnathsingh @DelhiPolice This man is spreading communal hatred from his verified @TwitterIndia @Twitter ac… https://t.co/qEk2OsgDan,,2020-12-08 13:01:11,adgpi
286,1335985104435388416,"i request @arvindkejriwal @cpdelhi to please take necessary actions so that the victims get justice.
@sharmarekha… https://t.co/oTYkFVIojc",,2020-12-07 16:30:44,
287,1335997358484557825,@DCPEastDelhi @cyber @CPDelhi @DelhiPolice  @CMODelhi I have received this message from 9016747171 on whatsapp with… https://t.co/WdAlhyvA9n,,2020-12-07 17:19:26,DCPEastDelhi
288,1335908212613160960,@PMOIndia @mParivahanteam @drivinglicence @DelhiPolice @CMODelhi @narendramodi https://t.co/LGYhZYSLmj,,2020-12-07 11:25:12,PMOIndia
